,max_above_TOCS_baseline,max_above_TOCS_perfect,max_above_TOCS_hefs
50,1299.0622114115995,614.7118971653682,987.2849971916537
49,1299.0915141097823,615.2255507110663,987.3855212392895
48,1299.1219623903876,615.7850385460403,986.1287160275314
47,1299.1532895041946,616.3453394072311,985.0524612857741
46,1299.1850254245996,616.9019895066249,987.8147643708356
45,1299.217936134567,617.4479336119889,986.895710599162
44,1299.2520685966997,617.9741302341971,983.3089447514863
43,1299.287461018419,618.4670478899303,982.0689263297046
42,1299.3240508939095,618.9066461320593,982.7225720422086
41,1299.361842548764,619.22426543846,985.9057912848581
40,1299.3985430059122,619.4699717356895,985.2725656327005
39,1299.4282152481478,619.7143205127371,988.1799572869242
38,1299.457012080782,619.971807948481,988.6419652341225
37,1299.4838069254822,620.2411980912011,986.7436163626555
36,1299.5067515706276,620.5180301858682,988.0559524562109
35,1299.522728350277,620.807825092815,984.0161057255109
34,1299.5263069654818,621.1159247765353,983.1810917491515
33,1299.5159861306697,621.4468955916722,986.6073368030424
32,1299.4878864542443,621.8050435425912,986.5756124456784
31,1299.4676322252446,622.1943721398138,984.6178702661954
30,1299.419199029469,622.6185018957088,982.7654349571557
29,1299.4381712429974,623.0808632850237,987.6538401653632
28,1299.521103327027,623.9161195871837,984.007124920099
27,1299.7294372027388,624.6749303910834,985.5803202574593
26,1299.7995316199667,625.3294683878904,985.2802093611499
25,1299.8188213647968,625.7465711727831,984.0860842067968
24,1299.8249622483322,626.2796433325137,947.6037101088197
23,1299.8328686436287,627.8116105764223,980.0150366666734
22,1299.8532676448071,631.1921505792716,973.7875182495674
21,1299.9323757349296,634.6644867554688,969.8270977768381
20,1300.1352982553612,638.2309897075636,963.8873375612197
19,1300.3125694685098,641.8916986257161,958.8609819237087
18,1300.4415123778954,645.646041754625,955.3325086540623
17,1300.6514131184563,651.8453059697799,956.1478856484194
16,1300.9655771891119,655.6149773081476,962.1455832687378
15,1301.3452578699525,655.6944475589166,968.4267859922835
14,1304.135054653446,658.5505366992986,969.7469788597793
13,1312.7384694164577,661.5010321547633,974.5909842312349
12,1321.4503107783544,668.319632710517,976.4517117928763
11,1330.1853809588563,675.76637876747,979.1209987314419
10,1340.2072495875573,683.4927607043498,1002.2019921323883
9,1354.0386182945365,691.5032590381487,1043.6544438170026
8,1367.9093577213148,705.1995355820076,1107.5446725118072
7,1389.1316324332727,720.2467629398974,1117.0405039315356
6,1420.072368431167,743.0895135502619,1104.356647668805
5,1465.0946540898726,771.8270881522438,1108.3243517520975
4,1530.9562834546418,813.0087931765408,1114.6960021970701
3,1623.23266239983,869.5730235226409,909.5078802837312
2,1621.8544539208885,671.6626555895978,1062.073798046386
1,1836.4870444815058,1526.1155285157542,1526.1155320945077
