,max_above_TOCS_baseline,max_above_TOCS_perfect,max_above_TOCS_hefs
50,1181.677588238266,208.3385668920037,744.560744356603
49,1181.7102887471822,208.65645777041385,747.6477531576713
48,1181.7456081340342,209.02031891880344,752.0465036651245
47,1181.779370413335,209.42941607637533,755.6096017600967
46,1181.812457134351,209.88140939573032,758.7435811905638
45,1181.845103506678,210.3783789781907,760.6191269865969
44,1181.8768547672532,210.9255743177591,764.3167499185947
43,1181.9078591132923,211.51850541597497,766.9330936846667
42,1181.9381005082537,212.16293959552053,770.5705212549383
41,1181.9674583097033,212.88925187141007,773.7169343791546
40,1181.995906280214,213.82125657390452,777.3760565023515
39,1182.0220520516248,215.13115305568166,780.2412135189523
38,1182.0465895772443,216.6882060594831,783.1384805963245
37,1182.0694066829506,218.4637952634747,784.6946098425442
36,1182.0905428345745,220.42017422775672,785.9711427591312
35,1182.1104808552716,222.53802009000077,789.1732450584921
34,1182.1316525993416,224.75917980439652,791.2735040967201
33,1182.1543201565823,227.0495892171282,794.206280804237
32,1182.1739723925432,229.3909698604089,795.6127632240989
31,1182.1956548074065,231.77521189074832,797.650946702971
30,1182.5244567053282,234.19691318144447,798.9563547778998
29,1182.6785410994669,236.65502239725632,802.1498517471445
28,1182.6994183175766,239.16891974409344,803.8249215545347
27,1182.6251337322688,241.71834823088636,807.5104119497206
26,1182.371055090415,244.3021855812042,810.6792495248499
25,1182.5208584879244,246.87439989894253,817.1038410029117
24,1182.6285129107418,249.41154205588185,816.0773730845107
23,1182.7608480665945,252.13011691975936,820.668706421734
22,1182.9378481869621,254.87905799080147,824.9913002606185
21,1183.16352495102,257.6571290446483,827.1903718511853
20,1183.1199760293484,263.2870035413765,831.06355867401
19,1183.2215923386455,270.5039775342864,841.9857567726634
18,1183.3415540654023,277.7690657983387,828.924201134201
17,1183.4515687062437,285.0554182227586,817.7508678389552
16,1185.791358539133,292.37084556823004,805.5272234109729
15,1188.0416049585813,299.710464434534,796.7898870816152
14,1191.76275538116,307.9739256695642,782.3706572464649
13,1203.0333656600328,321.6534622741236,755.7559633125059
12,1214.8107937039304,335.28386464970504,756.6012721500895
11,1226.607333737831,348.8364387707097,784.5350016802125
10,1239.8654780172558,368.3944935624561,837.9820845926502
9,1257.2293015407513,389.6881423585904,883.6942664441106
8,1279.0835451276855,416.91188618907074,927.7773678507496
7,1315.812761199413,448.1354820032258,988.8852960248598
6,1374.7609237582062,489.228672943961,1016.8263831636755
5,1447.1936388194547,545.0856965305547,1037.2996211264012
4,1530.3791323443288,624.5867179379678,1086.6699963284593
3,1622.4585845682257,740.2038388469801,866.9170886715359
2,1621.8481285497248,522.5359349732518,1058.3881866979636
1,1836.487044607098,1526.1155296205056,1526.1155320816724
