,max_above_TOCS_baseline,max_above_TOCS_perfect,max_above_TOCS_hefs
50,989.5032976267488,0.0,434.1848198068228
49,989.6177018041267,0.0,434.35231151590676
48,989.7376321695278,0.0,428.9547376186901
47,989.8632518191916,0.0,432.2282354917989
46,989.9946600379355,0.0,431.0733619301113
45,990.120364677529,0.0,423.95139698295003
44,990.244890430578,0.0,427.39219335377595
43,990.3687572667159,0.0,427.5116399929145
42,990.4923807467655,0.0,434.1115426517507
41,990.6129444343983,0.0,424.99289099972725
40,990.7183395496866,0.0,426.4848861205252
39,990.8215808529776,0.0,416.5836773679687
38,990.9229009572765,0.0,418.68435541134477
37,991.0219715972286,0.0,415.62951044914576
36,991.1188638454109,0.0,417.7239259963451
35,992.5438988506173,0.0,421.6932265382671
34,994.550341130298,0.0,425.35657396323256
33,996.5491866120317,0.0,431.39505434055343
32,998.5520370278812,0.0,438.47282137606805
31,1000.5598877528304,0.0,443.1952304323571
30,1002.5737249457441,0.0,449.3205551762287
29,1005.4126562751854,0.0,456.72316202466374
28,1007.701871956451,0.0,458.452980017766
27,1009.6147869759152,0.0,464.5907682212999
26,1011.2370955069522,0.0,471.2419230061331
25,1012.1959510919578,0.0,477.6055607500876
24,1014.3483946853105,0.0,475.8333145207937
23,1016.4529242002516,0.0,504.6798910741821
22,1018.5697900424693,0.0,526.0755039791743
21,1020.9128330788641,0.0,526.76605650275
20,1022.7744928767343,0.0,552.2306491286802
19,1024.5835915743296,0.0,558.0446710302933
18,1026.5856480798066,0.0,571.1875852950767
17,1031.7480080142627,0.0,553.7755668360954
16,1042.0247180804572,0.0,532.7536967352787
15,1054.3177913670447,0.0,515.4716637652838
14,1069.2767987530433,0.0,498.66967315225884
13,1085.6610816454588,0.0,467.2608857699893
12,1109.462734495914,0.0,445.17337944545324
11,1133.264387351436,0.0,496.58836467048917
10,1161.0329823663408,0.0,590.6347874204239
9,1200.702403772731,0.0,684.2143785999629
8,1240.371825192677,61.33093199077439,792.0154449282304
7,1301.0964452114608,119.1407019535963,906.1998599499631
6,1373.7349266655804,221.2981335320563,986.762836271698
5,1446.3202613342587,363.13352902278365,1031.2496965217483
4,1529.5137251685235,527.4141369918651,1087.2410547299742
3,1622.7022427414365,718.2223908524443,866.8343879701187
2,1621.831444083192,494.7987374563015,1058.3881866807312
1,1836.487044889251,1526.1155294473415,1526.1155320528178
