,max_above_TOCS_baseline,max_above_TOCS_perfect,max_above_TOCS_hefs
50,1021.5155170305289,0.0,476.7050806997912
49,1021.6242044851018,0.0,476.07455274605866
48,1021.7378969063911,0.0,467.2789607312723
47,1021.8563393992731,0.0,466.6677547205865
46,1021.9679267742073,0.0,470.316868574906
45,1022.0781820300149,0.0,463.64380830027636
44,1022.1879697807474,0.0,466.06621042160975
43,1022.2977605244814,0.0,466.0359913216256
42,1022.406801808404,0.0,470.1091452276021
41,1022.500886428442,0.0,472.2342417845968
40,1022.5934176779357,0.0,475.44485592656906
39,1022.6841828314307,0.0,475.894840659429
38,1022.7731650447362,0.0,476.0059046261921
37,1022.8601077068307,0.0,479.7282090077131
36,1022.9448591932071,0.0,481.54303624651357
35,1023.0275380927075,0.0,481.9020374710934
34,1023.1087729731466,0.0,483.70176224275946
33,1023.1880826690854,0.0,487.4377678336127
32,1023.2695791340184,0.0,493.26767917044106
31,1024.2293963766247,0.0,496.30768495592486
30,1026.248249830129,0.0,505.99103147155824
29,1029.0191508772614,0.0,508.05014043552364
28,1031.3829378750524,0.0,515.5415818630934
27,1033.3107998649266,0.0,522.5521984768411
26,1035.0055378057289,0.0,524.2252985106264
25,1035.9072384960066,0.0,526.2593708946335
24,1038.098091115861,0.0,534.1845895971693
23,1040.2198971439457,0.0,559.4480559792843
22,1042.3526396232605,0.0,564.0771379133657
21,1044.7264027666345,0.0,584.6408194827669
20,1046.5872852201746,0.0,598.5395823694214
19,1048.3667251959907,0.0,609.9554627272445
18,1050.373896408958,0.0,611.6432843580218
17,1053.018355890629,0.0,598.7382548911762
16,1058.1720855880828,0.0,582.7033618657847
15,1070.1902376125236,0.0,560.2908717607156
14,1085.147785929682,0.0,544.7698445265511
13,1101.5294955708034,0.0,511.5913534767465
12,1118.3345319045084,0.0,492.8123498932774
11,1141.1982716378943,0.0,565.6735194891
10,1167.295687341612,0.0,603.0082788318407
9,1200.7024037727151,22.400658467136736,715.2487984423491
8,1240.3718251824398,80.21694971929571,819.3171689025955
7,1301.2353367248693,149.18325438823445,909.9197790437421
6,1373.8963841876966,238.72008351729409,980.3111960020547
5,1446.442601264193,363.23466677210763,1032.0691151574526
4,1529.7529013782696,530.3851821921339,1079.0293077593979
3,1622.7266152237366,722.0250313931185,867.0233367195012
2,1621.8380223782142,497.71947952738856,1058.3881866852234
1,1836.4870448843865,1526.115529824719,1526.1155320578364
