,FRAC1,EXQC1,NDPC1,NMSC1
1991-05-28,6.078,3.701,6.942,2.622
1991-05-29,6.349,3.543,7.326,2.547
1991-05-30,5.884,3.208,5.986,2.714
1991-05-31,4.336,2.625,5.462,2.63
1991-06-01,5.246,3.159,5.729,2.299
1991-06-02,7.225,3.957,6.301,2.11
1991-06-03,8.521,4.531,8.746,2.894
1991-06-04,8.989,4.575,9.168,3.279
1991-06-05,8.531,4.321,9.05,2.603
1991-06-06,7.632,3.614,7.752,2.517
1991-06-07,7.549,3.457,7.311,2.413
1991-06-08,7.317,3.491,6.766,1.991
1991-06-09,7.616,3.51,7.457,2.142
1991-06-10,7.941,3.587,7.712,2.369
1991-06-11,8.382,3.537,7.458,2.381
1991-06-12,8.215,3.13,7.454,2.225
1991-06-13,8.165,3.033,7.072,1.979
1991-06-14,6.592,2.571,6.574,1.856
1991-06-15,5.789,2.153,4.887,1.415
1991-06-16,5.575,1.921,4.712,1.218
1991-06-17,4.965,1.876,4.031,1.445
1991-06-18,4.059,1.482,3.669,1.009
1991-06-19,3.676,1.34,3.216,1.175
1991-06-20,3.479,1.285,2.521,1.067
1991-06-21,2.991,1.058,2.712,0.846
1991-06-22,2.682,1.061,1.861,0.86
1991-06-23,3.019,0.928,2.031,0.668
1991-06-24,2.751,0.963,2.438,0.634
1991-06-25,2.552,0.836,1.539,0.802
1991-06-26,2.064,0.695,1.888,0.734
1991-06-27,2.656,0.698,1.995,0.591
1991-06-28,2.655,0.76,2.797,0.576
1991-06-29,2.736,1.165,2.684,0.963
1991-06-30,2.786,1.031,3.26,0.889
1991-07-01,2.665,0.902,3.215,0.777
1991-07-02,3.375,0.879,1.919,0.991
1991-07-03,3.259,1.012,2.22,1.002
1991-07-04,3.176,1.025,1.878,0.752
1991-07-05,3.151,0.881,2.187,0.799
1991-07-06,3.025,0.819,1.82,0.595
1991-07-07,2.454,0.734,1.499,0.425
1991-07-08,2.97,0.553,1.348,0.508
1991-07-09,2.026,0.545,1.184,0.536
1991-07-10,1.857,0.512,1.428,0.124
1991-07-11,1.958,0.479,1.19,0.053
1991-07-12,1.3,0.402,1.638,0.054
1991-07-13,1.828,0.421,0.401,0.315
1991-07-14,1.362,0.364,0.783,0.565
1991-07-15,1.179,0.364,0.39,0.102
1991-07-16,1.277,0.341,1.264,0.215
1991-07-17,1.462,0.156,0.873,0.05
1991-07-18,0.943,0.392,1.032,0.045
1991-07-19,0.864,0.135,0.239,0.0
1991-07-20,1.025,0.228,0.22,0.786
1991-07-21,0.857,0.272,1.604,0.924
1991-07-22,0.952,0.236,0.116,1.053
1991-07-23,0.713,0.232,0.322,1.109
1991-07-24,0.691,0.118,0.571,0.371
1991-07-25,0.916,0.249,0.659,0.124
1991-07-26,0.438,0.183,0.874,0.469
1991-07-27,0.774,0.182,0.783,0.227
1991-07-28,0.538,0.154,0.534,0.209
1991-07-29,0.582,0.14,0.932,0.444
1991-07-30,0.434,0.163,0.15,0.496
1991-07-31,0.749,0.149,0.423,0.575
1991-08-01,1.206,0.124,-0.08,0.222
1991-08-02,0.657,0.093,0.581,0.367
1991-08-03,0.658,0.093,0.942,0.369
1991-08-04,0.56,0.165,-0.126,0.416
1991-08-05,0.374,0.094,0.53,0.55
1991-08-06,0.553,0.074,0.495,0.173
1991-08-07,0.229,0.1,0.587,0.438
1991-08-08,0.252,0.053,0.627,0.509
1991-08-09,0.398,0.122,-0.138,0.468
1991-08-10,0.424,0.133,0.526,0.252
1991-08-11,0.244,0.076,-0.04,0.219
1991-08-12,0.596,0.152,0.509,0.017
1991-08-13,0.26,0.101,0.326,0.299
1991-08-14,0.12,0.0,0.243,0.326
1991-08-15,0.674,0.061,0.983,0.462
1991-08-16,0.272,0.085,0.042,0.267
1991-08-17,0.262,0.035,0.405,0.062
1991-08-18,0.188,0.087,0.082,0.128
1991-08-19,0.158,0.099,0.429,0.022
1991-08-20,0.556,0.055,0.265,0.256
1991-08-21,0.386,0.009,0.182,0.4
1991-08-22,0.211,0.028,0.059,0.424
1991-08-23,0.205,0.057,0.65,0.471
1991-08-24,0.23,0.0,0.46,0.089
1991-08-25,0.186,0.097,0.152,0.065
1991-08-26,0.21,0.021,0.116,0.197
1991-08-27,0.164,0.063,-0.264,0.241
1991-08-28,0.183,0.046,0.498,0.349
1991-08-29,0.24,0.048,0.377,0.364
1991-08-30,0.067,0.007,0.242,0.363
1991-08-31,0.133,0.053,-0.156,0.249
1991-09-01,0.187,0.076,0.525,0.212
1991-09-02,0.226,0.074,0.384,0.282
1991-09-03,0.21,0.026,-0.257,0.492
1991-09-04,0.177,0.0,0.271,0.482
1991-09-05,0.219,0.021,0.149,0.468
1991-09-06,0.39,0.0,-0.132,0.558
1991-09-07,0.616,0.041,0.425,0.242
1991-09-08,0.423,0.013,0.132,0.163
1991-09-09,0.245,0.0,-0.43,0.499
1991-09-10,0.309,0.01,0.657,0.6
1991-09-11,0.325,0.032,-0.164,0.53
1991-09-12,0.227,0.006,-0.013,0.453
1991-09-13,0.241,0.0,-0.03,0.443
1991-09-14,0.222,0.005,0.559,0.238
1991-09-15,0.104,0.001,-0.059,0.178
1991-09-16,0.236,0.0,0.001,0.568
1991-09-17,0.194,0.04,0.077,0.444
1991-09-18,0.182,0.025,0.552,0.653
1991-09-19,0.104,0.005,-0.075,0.549
1991-09-20,0.054,0.021,0.333,0.573
1991-09-21,0.121,0.015,0.128,0.278
1991-09-22,0.35,0.0,-0.004,0.26
1991-09-23,0.081,0.041,0.027,0.469
1991-09-24,0.035,0.001,-0.116,0.709
1991-09-25,0.101,0.0,-0.011,0.595
1991-09-26,0.362,0.0,0.441,0.55
1991-09-27,0.223,0.0,-0.155,0.441
1991-09-28,0.101,0.04,-0.082,0.115
1991-09-29,0.082,0.009,0.271,0.448
1991-09-30,0.216,0.012,0.128,0.397
1991-10-01,0.058,0.0,-0.095,0.665
1991-10-02,0.079,0.009,0.488,0.526
1991-10-03,0.102,0.0,0.023,0.466
1991-10-04,0.062,0.009,-0.202,0.249
1991-10-05,0.103,0.018,0.383,0.134
1991-10-06,0.24,0.023,0.051,0.151
1991-10-07,0.225,0.012,0.046,0.222
1991-10-08,0.14,0.041,-0.116,0.231
1991-10-09,0.141,0.0,0.283,0.161
1991-10-10,0.194,0.0,-0.203,0.18
1991-10-11,0.016,0.024,-0.056,0.214
1991-10-12,0.064,0.0,0.22,0.207
1991-10-13,0.081,0.0,0.079,0.199
1991-10-14,0.095,0.0,0.317,0.251
1991-10-15,0.083,0.001,-0.53,0.273
1991-10-16,0.074,0.004,0.326,0.209
1991-10-17,0.103,0.013,0.192,0.43
1991-10-18,0.028,0.0,-0.093,0.171
1991-10-19,0.032,0.0,-0.094,0.293
1991-10-20,0.056,0.029,-0.164,0.35
1991-10-21,0.018,0.0,0.073,0.38
1991-10-22,0.06,0.028,0.275,0.507
1991-10-23,0.094,0.0,-0.389,0.424
1991-10-24,0.105,0.0,0.311,0.23
1991-10-25,0.589,0.101,0.294,0.412
1991-10-26,1.852,0.624,2.85,1.896
1991-10-27,0.823,0.485,1.688,0.48
1991-10-28,0.166,0.232,0.538,0.448
1991-10-29,0.241,0.095,0.48,0.308
1991-10-30,0.186,0.125,0.184,0.212
1991-10-31,0.312,0.143,0.864,0.049
1991-11-01,0.601,0.084,0.25,0.265
1991-11-02,0.196,0.099,0.101,0.226
1991-11-03,0.267,0.097,0.127,0.388
1991-11-04,0.143,0.12,0.435,0.286
1991-11-05,0.245,0.141,0.32,0.24
1991-11-06,0.311,0.138,0.38,0.242
1991-11-07,0.508,0.181,0.876,0.28
1991-11-08,0.11,0.184,-0.04,0.183
1991-11-09,0.252,0.19,0.459,0.243
1991-11-10,0.393,0.221,0.762,0.331
1991-11-11,0.599,0.186,0.619,0.24
1991-11-12,0.374,0.168,0.038,0.205
1991-11-13,0.275,0.132,0.54,0.184
1991-11-14,0.323,0.105,0.448,0.199
1991-11-15,0.244,0.093,-0.231,0.168
1991-11-16,0.151,0.123,0.568,0.382
1991-11-17,0.611,0.168,0.369,0.303
1991-11-18,0.743,0.241,0.648,0.331
1991-11-19,0.284,0.223,0.486,0.25
1991-11-20,0.274,0.202,0.846,0.247
1991-11-21,0.366,0.202,0.747,0.342
1991-11-22,0.349,0.233,0.618,0.239
1991-11-23,0.331,0.235,0.845,0.202
1991-11-24,0.287,0.215,0.429,0.515
1991-11-25,0.275,0.181,0.593,0.33
1991-11-26,0.296,0.166,0.903,0.232
1991-11-27,0.255,0.167,0.111,0.105
1991-11-28,0.154,0.158,0.712,0.19
1991-11-29,0.253,0.112,-0.154,0.218
1991-11-30,0.225,0.113,0.32,0.098
1991-12-01,0.217,0.101,-0.019,0.165
1991-12-02,0.258,0.127,0.393,0.196
1991-12-03,0.168,0.126,0.304,0.287
1991-12-04,0.254,0.132,0.177,0.176
1991-12-05,0.201,0.121,0.143,0.222
1991-12-06,0.332,0.167,0.373,0.196
1991-12-07,0.264,0.095,-0.04,0.303
1991-12-08,0.265,0.11,0.11,0.324
1991-12-09,0.272,0.111,0.497,0.294
1991-12-10,0.218,0.108,0.267,0.21
1991-12-11,0.201,0.101,0.218,0.251
1991-12-12,0.295,0.096,0.163,0.236
1991-12-13,0.453,0.086,0.14,0.164
1991-12-14,0.094,0.076,0.113,0.217
1991-12-15,0.24,0.085,0.315,0.392
1991-12-16,0.305,0.108,0.189,0.361
1991-12-17,0.252,0.1,0.162,0.2
1991-12-18,0.315,0.048,0.496,0.191
1991-12-19,0.331,0.09,0.337,0.437
1991-12-20,0.139,0.065,0.318,0.266
1991-12-21,0.071,0.041,0.337,0.201
1991-12-22,0.115,0.099,-0.098,0.476
1991-12-23,0.32,0.029,0.388,0.327
1991-12-24,0.309,0.103,0.205,0.245
1991-12-25,0.078,0.082,0.324,0.298
1991-12-26,0.365,0.089,0.07,0.281
1991-12-27,0.24,0.118,0.456,0.314
1991-12-28,0.733,0.194,0.261,0.4
1991-12-29,0.985,0.358,1.329,1.017
1991-12-30,0.363,0.3,0.445,0.31
1991-12-31,0.253,0.205,0.341,0.312
1992-01-01,0.303,0.155,0.375,0.282
1992-01-02,0.304,0.154,0.398,0.296
1992-01-03,0.304,0.146,0.167,0.285
1992-01-04,0.394,0.276,0.439,0.277
1992-01-05,0.926,0.497,1.166,1.0
1992-01-06,0.557,0.354,0.632,0.488
1992-01-07,0.456,0.283,0.72,0.569
1992-01-08,0.384,0.246,0.664,0.388
1992-01-09,0.23,0.236,0.916,0.34
1992-01-10,0.429,0.223,0.342,0.284
1992-01-11,0.337,0.217,0.467,0.328
1992-01-12,0.321,0.198,0.517,0.478
1992-01-13,0.39,0.206,0.413,0.314
1992-01-14,0.38,0.152,0.311,0.292
1992-01-15,0.096,0.168,0.343,0.297
1992-01-16,0.154,0.147,0.362,0.285
1992-01-17,0.568,0.187,0.554,0.25
1992-01-18,0.413,0.164,-0.169,0.239
1992-01-19,0.485,0.153,0.761,0.43
1992-01-20,0.154,0.158,0.407,0.234
1992-01-21,0.303,0.155,0.29,0.215
1992-01-22,0.288,0.131,0.025,0.24
1992-01-23,0.184,0.123,0.433,0.241
1992-01-24,0.268,0.123,0.373,0.255
1992-01-25,0.291,0.166,0.289,0.29
1992-01-26,0.263,0.156,0.23,0.276
1992-01-27,0.32,0.135,0.358,0.308
1992-01-28,0.267,0.174,0.351,0.253
1992-01-29,0.419,0.142,0.202,0.279
1992-01-30,0.275,0.118,0.015,0.408
1992-01-31,0.103,0.176,0.298,0.316
1992-02-01,0.326,0.118,0.449,0.261
1992-02-02,0.259,0.147,0.047,0.236
1992-02-03,0.508,0.136,0.516,0.282
1992-02-04,0.197,0.123,0.305,0.171
1992-02-05,0.282,0.159,-0.252,0.293
1992-02-06,0.398,0.165,-0.045,0.227
1992-02-07,0.191,0.137,0.947,0.229
1992-02-08,0.331,0.187,0.692,0.301
1992-02-09,0.46,0.202,0.3,0.332
1992-02-10,1.521,0.392,0.393,0.549
1992-02-11,1.811,1.197,1.086,0.812
1992-02-12,2.798,2.989,3.072,1.82
1992-02-13,2.872,2.48,2.376,1.286
1992-02-14,1.27,2.096,1.832,1.164
1992-02-15,2.447,3.847,5.103,3.149
1992-02-16,1.932,2.46,2.508,1.412
1992-02-17,1.241,1.471,1.987,1.101
1992-02-18,1.047,1.104,1.665,0.843
1992-02-19,0.951,1.016,1.146,0.833
1992-02-20,1.53,1.502,2.697,1.983
1992-02-21,1.404,1.216,3.105,1.73
1992-02-22,1.443,0.989,2.191,1.326
1992-02-23,1.306,0.926,3.041,1.232
1992-02-24,1.221,0.84,1.802,1.234
1992-02-25,1.472,0.807,2.024,1.03
1992-02-26,0.945,0.843,2.439,1.041
1992-02-27,1.369,0.836,1.858,1.038
1992-02-28,1.263,0.868,2.491,1.27
1992-02-29,1.243,0.801,2.271,0.836
1992-03-01,0.965,0.778,1.021,0.838
1992-03-02,1.257,0.676,1.94,0.961
1992-03-03,1.046,0.726,1.574,1.09
1992-03-04,1.234,0.684,1.241,0.715
1992-03-05,1.341,1.102,3.497,1.314
1992-03-06,1.456,1.241,3.3,2.154
1992-03-07,1.071,0.961,2.077,1.135
1992-03-08,1.255,0.82,1.378,1.012
1992-03-09,0.977,0.703,2.025,0.949
1992-03-10,0.86,0.667,0.967,0.837
1992-03-11,0.903,0.63,1.922,0.885
1992-03-12,1.062,0.699,2.104,0.854
1992-03-13,1.113,0.719,1.263,0.859
1992-03-14,1.3,0.838,1.744,0.984
1992-03-15,1.289,0.841,2.325,0.844
1992-03-16,1.173,0.841,1.916,1.515
1992-03-17,0.972,0.767,1.969,1.343
1992-03-18,0.905,0.704,1.206,1.059
1992-03-19,0.926,0.598,1.441,0.872
1992-03-20,0.964,0.638,1.211,0.825
1992-03-21,1.095,0.697,1.671,0.787
1992-03-22,1.421,0.665,1.835,0.92
1992-03-23,1.677,0.757,1.33,0.924
1992-03-24,1.063,0.693,1.107,0.957
1992-03-25,1.293,0.736,1.986,0.916
1992-03-26,1.328,0.749,1.31,0.978
1992-03-27,1.534,0.78,1.845,1.067
1992-03-28,1.618,0.553,2.094,1.205
1992-03-29,1.654,0.952,2.63,0.995
1992-03-30,2.051,1.076,1.883,1.263
1992-03-31,1.917,1.096,3.198,1.365
1992-04-01,2.166,1.097,2.656,1.591
1992-04-02,2.156,1.283,2.967,1.764
1992-04-03,2.538,1.59,2.905,1.737
1992-04-04,2.742,1.759,4.052,1.525
1992-04-05,2.477,1.758,3.89,2.249
1992-04-06,2.418,1.566,2.042,1.558
1992-04-07,2.632,1.668,3.112,1.376
1992-04-08,2.772,1.847,3.116,1.313
1992-04-09,2.89,1.852,3.022,1.249
1992-04-10,2.848,1.77,3.369,1.2
1992-04-11,3.097,1.958,2.879,1.373
1992-04-12,2.677,1.728,3.728,1.218
1992-04-13,3.331,2.109,4.071,1.731
1992-04-14,3.316,2.151,4.152,1.62
1992-04-15,3.183,1.883,4.322,1.634
1992-04-16,2.934,2.014,3.15,1.428
1992-04-17,3.335,2.284,4.267,1.808
1992-04-18,4.957,2.765,5.507,1.823
1992-04-19,3.92,2.595,4.471,1.412
1992-04-20,3.65,2.76,4.64,1.603
1992-04-21,4.286,2.771,4.247,1.562
1992-04-22,3.225,2.329,4.474,1.553
1992-04-23,3.208,1.93,3.282,1.531
1992-04-24,3.18,2.093,3.206,1.347
1992-04-25,4.219,2.505,4.021,1.307
1992-04-26,4.746,2.865,4.351,1.26
1992-04-27,5.033,2.886,4.48,1.398
1992-04-28,5.726,3.034,4.99,1.362
1992-04-29,5.766,3.188,5.967,1.587
1992-04-30,5.876,4.608,5.624,1.63
1992-05-01,5.166,2.639,4.914,1.187
1992-05-02,4.268,2.294,3.734,1.303
1992-05-03,4.409,2.306,3.953,1.228
1992-05-04,4.733,2.324,3.679,1.134
1992-05-05,4.63,2.32,4.184,1.03
1992-05-06,5.093,2.504,4.034,1.041
1992-05-07,5.516,2.677,4.748,1.264
1992-05-08,6.001,2.789,5.822,1.713
1992-05-09,5.613,2.786,5.095,1.631
1992-05-10,4.998,2.376,4.479,1.385
1992-05-11,5.054,2.212,3.554,1.244
1992-05-12,5.255,2.112,3.843,1.157
1992-05-13,4.967,2.02,4.074,1.068
1992-05-14,4.566,1.803,2.85,1.151
1992-05-15,4.482,1.662,3.397,1.075
1992-05-16,3.692,1.546,3.082,1.246
1992-05-17,3.82,1.531,3.01,0.782
1992-05-18,3.612,1.333,3.074,1.302
1992-05-19,3.109,1.272,2.624,0.951
1992-05-20,2.757,1.056,1.963,0.709
1992-05-21,2.353,1.002,1.465,0.7
1992-05-22,2.478,0.859,1.525,0.709
1992-05-23,2.341,0.835,1.848,0.7
1992-05-24,2.335,0.896,1.404,0.535
1992-05-25,2.509,0.855,1.343,0.479
1992-05-26,2.559,0.923,1.174,0.538
1992-05-27,2.708,0.881,1.848,0.583
1992-05-28,2.748,0.979,1.724,0.636
1992-05-29,2.954,1.079,2.542,0.68
1992-05-30,2.66,0.866,1.804,0.629
1992-05-31,2.493,1.106,1.889,0.534
1992-06-01,2.466,0.932,1.721,0.285
1992-06-02,2.988,0.967,1.685,0.471
1992-06-03,2.54,0.861,1.4,0.54
1992-06-04,2.324,1.258,1.223,0.3
1992-06-05,2.197,0.16,0.976,0.144
1992-06-06,2.182,0.599,0.823,0.3
1992-06-07,1.773,0.623,0.869,0.332
1992-06-08,1.888,0.62,0.984,0.4
1992-06-09,1.338,0.694,0.893,0.479
1992-06-10,1.458,0.673,0.922,0.522
1992-06-11,1.288,0.469,0.446,0.511
1992-06-12,1.119,0.453,0.989,0.397
1992-06-13,1.07,0.363,0.482,0.294
1992-06-14,0.979,0.359,0.599,0.234
1992-06-15,0.893,0.321,0.437,0.219
1992-06-16,1.162,0.306,0.714,0.293
1992-06-17,0.792,0.23,0.538,0.593
1992-06-18,0.727,0.276,0.539,0.254
1992-06-19,0.476,0.198,0.285,0.466
1992-06-20,0.728,0.227,0.618,0.126
1992-06-21,0.902,0.211,0.478,0.498
1992-06-22,0.631,0.24,0.619,0.34
1992-06-23,0.674,0.239,-0.046,0.331
1992-06-24,0.617,0.271,0.25,0.3
1992-06-25,0.822,0.335,0.989,0.446
1992-06-26,1.013,0.373,0.9,0.553
1992-06-27,0.79,0.307,0.802,0.21
1992-06-28,0.702,0.253,0.069,0.195
1992-06-29,0.737,0.271,0.731,0.282
1992-06-30,0.758,0.396,1.521,0.357
1992-07-01,1.279,0.505,0.864,0.505
1992-07-02,1.045,0.39,1.295,0.485
1992-07-03,0.918,0.281,0.572,0.455
1992-07-04,0.582,0.236,0.5,0.338
1992-07-05,0.752,0.215,0.871,0.048
1992-07-06,0.65,0.164,0.663,0.352
1992-07-07,0.648,0.156,0.635,0.093
1992-07-08,0.563,0.284,0.267,0.314
1992-07-09,0.413,0.13,0.381,0.239
1992-07-10,0.561,0.2,0.669,0.354
1992-07-11,1.42,0.135,0.555,0.291
1992-07-12,1.599,0.493,2.15,0.935
1992-07-13,1.595,1.04,2.679,1.023
1992-07-14,1.279,0.993,2.212,0.826
1992-07-15,1.105,1.614,2.7,0.522
1992-07-16,0.924,1.397,2.252,0.468
1992-07-17,1.276,1.071,1.471,0.591
1992-07-18,0.794,0.746,1.42,0.729
1992-07-19,0.566,0.484,0.726,0.372
1992-07-20,0.681,0.372,0.799,0.276
1992-07-21,0.618,0.288,0.678,0.246
1992-07-22,0.617,0.215,0.422,0.224
1992-07-23,0.42,0.243,0.23,0.558
1992-07-24,0.132,0.215,0.433,0.535
1992-07-25,0.688,0.162,0.286,0.353
1992-07-26,0.464,0.191,0.338,0.3
1992-07-27,0.486,0.169,0.562,0.3
1992-07-28,0.134,0.135,0.809,0.524
1992-07-29,0.14,0.085,0.042,0.674
1992-07-30,0.565,0.092,0.625,0.314
1992-07-31,0.397,0.095,0.146,0.315
1992-08-01,0.265,0.106,0.397,0.427
1992-08-02,0.237,0.094,0.17,0.174
1992-08-03,0.172,0.069,0.721,0.162
1992-08-04,0.224,0.063,-0.501,0.392
1992-08-05,0.534,0.027,0.074,0.855
1992-08-06,0.34,0.068,0.339,0.408
1992-08-07,0.305,0.062,0.864,0.402
1992-08-08,0.204,0.117,-0.209,0.713
1992-08-09,0.407,0.094,0.102,0.077
1992-08-10,0.082,0.022,0.31,0.043
1992-08-11,0.164,0.051,0.142,0.397
1992-08-12,0.74,0.018,-0.116,0.231
1992-08-13,0.147,0.041,0.323,0.57
1992-08-14,0.453,0.031,0.632,0.297
1992-08-15,0.735,0.067,0.639,0.368
1992-08-16,0.696,0.135,0.538,0.307
1992-08-17,0.269,0.048,0.098,0.179
1992-08-18,0.22,0.05,0.009,0.541
1992-08-19,0.222,0.069,0.305,0.376
1992-08-20,0.256,0.057,0.152,0.316
1992-08-21,0.235,0.063,0.063,0.212
1992-08-22,0.139,0.0,0.148,0.215
1992-08-23,0.214,0.041,0.159,0.239
1992-08-24,0.145,0.0,0.005,0.2
1992-08-25,0.229,0.066,0.028,0.29
1992-08-26,0.176,0.0,0.201,0.24
1992-08-27,0.254,0.0,0.104,0.288
1992-08-28,0.069,0.0,0.545,0.458
1992-08-29,0.113,0.0,-0.243,0.341
1992-08-30,0.075,0.0,0.227,0.228
1992-08-31,0.219,0.029,0.366,0.2
1992-09-01,0.309,0.0,0.102,0.354
1992-09-02,0.192,0.023,0.011,0.529
1992-09-03,0.077,0.001,0.102,0.367
1992-09-04,0.152,0.04,0.046,0.33
1992-09-05,0.396,0.026,0.199,0.37
1992-09-06,0.1,0.021,0.274,0.291
1992-09-07,0.105,0.051,0.265,0.102
1992-09-08,0.112,0.037,0.024,0.094
1992-09-09,0.146,0.032,-0.148,0.136
1992-09-10,0.319,0.01,0.233,0.313
1992-09-11,0.178,0.008,0.115,0.319
1992-09-12,0.13,0.008,0.121,0.561
1992-09-13,0.159,0.03,0.116,0.154
1992-09-14,0.251,0.0,-0.048,0.174
1992-09-15,0.187,0.019,-0.089,0.208
1992-09-16,0.1,0.039,0.108,0.421
1992-09-17,0.144,0.02,0.001,0.325
1992-09-18,0.17,0.013,0.457,0.495
1992-09-19,0.105,0.004,-0.013,0.412
1992-09-20,0.036,0.015,0.053,0.487
1992-09-21,0.076,0.0,-0.1,0.248
1992-09-22,0.042,0.0,0.05,0.279
1992-09-23,0.054,0.0,0.228,0.125
1992-09-24,0.06,0.0,-0.085,0.198
1992-09-25,0.104,0.0,0.177,0.381
1992-09-26,0.176,0.0,-0.051,0.389
1992-09-27,0.041,0.0,-0.196,0.275
1992-09-28,0.23,0.0,-0.063,0.206
1992-09-29,0.18,0.0,0.002,0.271
1992-09-30,0.144,0.0,0.179,0.008
1992-10-01,0.1,0.001,0.529,0.028
1992-10-02,0.017,0.0,-0.093,0.311
1992-10-03,0.038,0.0,-0.218,0.374
1992-10-04,0.3,0.014,0.407,0.196
1992-10-05,0.122,0.0,-0.198,0.162
1992-10-06,0.322,0.011,0.086,0.052
1992-10-07,0.082,0.003,-0.014,0.089
1992-10-08,0.093,0.0,0.13,0.184
1992-10-09,0.025,0.012,0.12,0.213
1992-10-10,0.054,0.0,0.356,0.546
1992-10-11,0.096,0.0,-0.124,0.175
1992-10-12,0.122,0.003,0.108,0.222
1992-10-13,0.084,0.01,-0.174,0.494
1992-10-14,0.064,0.0,0.238,0.139
1992-10-15,0.104,0.0,0.326,0.279
1992-10-16,0.079,0.0,0.102,0.083
1992-10-17,0.038,0.005,-0.134,0.516
1992-10-18,0.023,0.003,0.037,0.561
1992-10-19,0.29,0.012,0.235,0.147
1992-10-20,0.106,0.004,-0.434,0.196
1992-10-21,0.147,0.0,0.333,0.223
1992-10-22,0.164,0.0,0.246,0.335
1992-10-23,0.053,0.0,-0.084,0.348
1992-10-24,0.036,0.0,0.072,0.108
1992-10-25,0.075,0.058,0.126,0.104
1992-10-26,0.142,0.0,0.064,0.128
1992-10-27,0.266,0.0,0.18,0.111
1992-10-28,0.128,0.0,0.43,0.071
1992-10-29,0.91,0.064,0.672,0.143
1992-10-30,1.881,0.19,1.115,0.417
1992-10-31,0.651,0.318,1.159,0.433
1992-11-01,0.591,0.159,0.594,0.359
1992-11-02,0.489,0.141,0.41,0.418
1992-11-03,0.396,0.106,0.81,0.463
1992-11-04,0.39,0.129,0.411,0.136
1992-11-05,0.522,0.17,0.708,0.34
1992-11-06,0.459,0.13,0.355,0.308
1992-11-07,0.397,0.136,0.211,0.357
1992-11-08,0.443,0.163,0.347,0.217
1992-11-09,0.234,0.123,0.265,0.329
1992-11-10,0.377,0.14,-0.259,0.242
1992-11-11,0.098,0.097,0.18,0.145
1992-11-12,0.068,0.029,0.246,0.157
1992-11-13,0.178,0.082,0.252,0.266
1992-11-14,0.429,0.085,0.297,0.648
1992-11-15,0.157,0.05,0.08,0.172
1992-11-16,0.219,0.11,0.145,0.253
1992-11-17,0.155,0.08,-0.022,0.235
1992-11-18,0.088,0.036,0.069,0.138
1992-11-19,0.352,0.065,0.241,0.147
1992-11-20,0.353,0.047,0.132,0.208
1992-11-21,0.258,0.052,0.037,0.195
1992-11-22,0.154,0.069,0.191,0.141
1992-11-23,0.27,0.041,0.068,0.322
1992-11-24,0.252,0.066,0.18,0.059
1992-11-25,0.202,0.065,-0.023,0.258
1992-11-26,0.178,0.03,0.36,0.154
1992-11-27,0.186,0.069,-0.041,0.141
1992-11-28,0.158,0.054,0.269,0.16
1992-11-29,0.155,0.054,0.237,0.154
1992-11-30,0.179,0.061,-0.189,0.15
1992-12-01,0.191,0.044,0.091,0.102
1992-12-02,0.102,0.035,0.196,0.195
1992-12-03,0.205,0.052,0.139,0.125
1992-12-04,0.038,0.063,-0.023,0.29
1992-12-05,0.113,0.01,0.047,0.332
1992-12-06,0.726,0.158,0.378,0.218
1992-12-07,1.183,0.408,0.884,0.473
1992-12-08,0.515,0.351,0.664,0.401
1992-12-09,0.623,0.847,2.427,0.525
1992-12-10,0.739,0.634,1.636,1.477
1992-12-11,1.444,1.059,2.319,1.205
1992-12-12,0.745,0.557,1.373,1.384
1992-12-13,0.308,0.352,0.498,0.382
1992-12-14,0.313,0.269,0.855,0.229
1992-12-15,0.641,0.194,0.451,0.222
1992-12-16,0.633,0.208,0.527,0.411
1992-12-17,0.474,0.266,0.673,0.642
1992-12-18,0.242,0.246,0.437,0.31
1992-12-19,0.575,0.167,0.768,0.406
1992-12-20,0.394,0.208,0.47,0.251
1992-12-21,0.112,0.193,0.304,0.307
1992-12-22,0.346,0.146,0.254,0.197
1992-12-23,0.202,0.19,0.234,0.267
1992-12-24,0.254,0.142,0.303,0.248
1992-12-25,0.297,0.191,0.493,0.348
1992-12-26,0.432,0.148,0.666,0.227
1992-12-27,0.534,0.167,0.591,0.188
1992-12-28,0.347,0.511,0.445,0.442
1992-12-29,1.643,1.931,2.44,0.961
1992-12-30,1.005,0.925,1.383,0.793
1992-12-31,0.605,0.605,1.032,0.701
1993-01-01,1.202,1.668,2.467,0.665
1993-01-02,0.806,0.971,1.356,1.105
1993-01-03,1.156,0.569,1.183,0.38
1993-01-04,1.414,0.484,0.603,0.641
1993-01-05,0.506,0.453,0.867,0.405
1993-01-06,0.804,0.915,1.0,0.443
1993-01-07,6.998,7.794,10.605,4.322
1993-01-08,4.838,3.283,6.554,2.951
1993-01-09,2.734,2.237,3.596,1.65
1993-01-10,2.886,2.584,5.205,1.741
1993-01-11,2.154,1.444,2.076,1.059
1993-01-12,2.625,2.125,2.243,1.375
1993-01-13,6.173,9.673,9.023,3.983
1993-01-14,12.581,13.758,15.257,5.475
1993-01-15,4.772,4.253,5.752,2.474
1993-01-16,4.765,4.237,6.057,2.414
1993-01-17,5.082,5.442,6.995,5.168
1993-01-18,3.799,4.027,5.595,4.028
1993-01-19,4.58,2.397,3.402,1.874
1993-01-20,3.215,2.447,3.921,2.217
