,max_above_TOCS_baseline,max_above_TOCS_perfect,max_above_TOCS_hefs
50,3376.4835852366373,3375.788490497119,3375.7884885648937
49,3376.4845080647124,3375.7884904638013,3375.788488574137
48,3376.485435123712,3375.7884903147587,3375.788488575659
47,3376.4863665787802,3375.78849027063,3375.788488612475
46,3376.487302542269,3375.788490177136,3375.788488609855
45,3376.488243186208,3375.788490132304,3375.788488606199
44,3376.4891885370644,3375.788490052781,3375.788488602031
43,3376.490138793042,3375.7884900030213,3375.788488598377
42,3376.491094109893,3375.7884898273937,3375.788488601099
41,3376.4920547701972,3375.7884897433382,3375.7884886057045
40,3376.4930182588096,3375.7884897102363,3375.7884886069296
39,3376.493981061917,3375.7884896288974,3375.788488605339
38,3376.494949736104,3375.7884895423335,3375.788488608044
37,3376.4959241605798,3375.788489452735,3375.788488608118
36,3376.496904874119,3375.7884893700902,3375.7884886083725
35,3376.4978922868636,3375.788489508878,3375.788488603989
34,3376.498886693038,3375.788489401246,3375.78848860972
33,3376.499888615321,3375.788489474655,3375.7884886125557
32,3376.50089869771,3375.788489420411,3375.788488607717
31,3376.5019174834797,3375.788489384274,3375.788488608094
30,3376.5029461134372,3375.788489392603,3375.7884886114293
29,3376.5039849178006,3375.7884893632636,3375.7884886189067
28,3376.5050353141673,3375.788489301977,3375.788488619136
27,3376.506098507372,3375.788489216335,3375.7884886116904
26,3376.507139676798,3375.7884891693006,3375.788488578815
25,3376.5081749829174,3375.7884891455647,3375.7884885813337
24,3376.5092311667145,3375.7884889950133,3375.7884885927656
23,3376.510311156145,3375.788488970965,3375.78848858944
22,3376.5114187038357,3375.788489078926,3375.7884885748595
21,3376.512527455024,3375.788489044737,3375.7884885892495
20,3376.5136613468176,3375.788489031648,3375.7884885848707
19,3376.514835562721,3375.7884889875345,3375.7884885865647
18,3376.515758077836,3375.7884888815847,3375.788488579675
17,3376.516568581519,3375.7884888452973,3375.7884885779326
16,3376.51739755596,3375.7884887867635,3375.788488581303
15,3376.518251119374,3375.788488834936,3375.7884885692442
14,3376.519138018312,3375.7884887571363,3375.7884885691624
13,3376.5200702787934,3375.78848865087,3375.7884885666017
12,3376.5206968023367,3375.788488857393,3375.7884885689223
11,3376.5211498856324,3375.7884888780736,3375.788488569505
10,3376.521539990489,3375.7884888788285,3375.788488563441
9,3376.5218293724843,3375.7884889183497,3375.788488566083
8,3376.5219457554012,3375.7884889697425,3375.788488567154
7,3376.5217435253735,3375.788489023546,3375.7884885703743
6,3376.5208389781824,3375.7884888909553,3375.7884885714793
5,3376.5179715975723,3375.7884888834246,3375.788488613633
4,3376.5287455112,3375.788488729632,3375.788488567188
3,3377.7719595146846,3377.7719598328963,3377.7719596365987
2,3379.7554305629637,3379.7554305653066,3379.7554307681867
1,3387.6893137717516,3387.6893150585734,3387.689315173077
