,max_above_TOCS_baseline,max_above_TOCS_perfect,max_above_TOCS_hefs
50,1221.7694753223564,361.11076784068894,829.8084748301711
49,1221.7820586633154,361.7220201710917,831.9288452440632
48,1221.794654386997,362.2690046242304,833.802124978259
47,1221.807249482987,362.7713444630223,835.3384171402078
46,1221.8198176552607,363.2120000636493,836.8674985939288
45,1221.8323071616321,363.4912943470817,838.5774409593307
44,1221.8446482124486,363.78603353025255,840.5448958805476
43,1221.8567412288105,364.0942242906341,844.8253995088991
42,1221.8679789658377,364.41474305943245,846.4432504486556
41,1221.8765151394834,364.7466294746166,849.7681559924772
40,1221.8843179133294,365.0890698098481,852.8289764910301
39,1221.891299454411,365.44162798453704,856.4600859907107
38,1221.8970241619124,365.80381253310827,859.2259032290926
37,1221.9014188802316,366.17506485348395,861.4707160648569
36,1221.9048519669482,366.5543909077095,864.7964357068282
35,1221.9107694766678,366.9430667995767,868.3541268667461
34,1221.9161262889238,367.34087424984375,867.6412539716372
33,1221.919692895235,368.2927569957817,872.1315181229824
32,1221.9202743344254,370.98439926150303,873.0655428455005
31,1222.2089783895397,373.6922971219324,873.9442570546582
30,1222.3600475894627,376.41623785480954,878.2414952441222
29,1222.3529984465067,379.1559840340266,881.0554757484476
28,1222.2589171740447,381.912284753064,882.3134781316326
27,1222.0831551781755,384.6856051047336,883.730977532709
26,1222.103522089936,387.47682945425476,889.0961387066615
25,1222.206084410768,390.2870837786837,885.949769385483
24,1222.3128281553136,393.1183985116484,891.0291345594138
23,1222.4505086595914,395.97336586759775,885.1906262613769
22,1222.7205044138864,398.85521455258475,893.8902403070853
21,1222.819995093598,401.7684118854082,888.4199504035994
20,1222.8042179170502,404.71854186454715,875.8725279063268
19,1222.8945363359496,407.7123148949914,886.4692974549762
18,1223.00183186212,410.757682371854,880.2399262484932
17,1223.1421564576633,417.8460175193283,865.5142190013224
16,1225.300392031206,425.38787255078216,854.3897442135576
15,1227.7244962822685,432.92152897097316,846.784100495566
14,1230.943746643034,440.038486607926,836.6097087821489
13,1239.13895736335,447.0642714061766,825.1117215941168
12,1247.869568403943,455.3454893236255,843.782196061892
11,1256.627045071161,468.0871571319116,852.1947263977111
10,1269.8504512753009,480.5450217416427,864.7384883989378
9,1287.1972747214154,494.2439176269006,942.7460419633015
8,1304.5832733813943,514.3510805484543,987.022783738102
7,1335.5970482983141,539.372089049018,1033.3069129252528
6,1382.5252111472646,571.7563349776823,1034.4459701619544
5,1447.4738893671188,617.0770515451397,1039.0015891299638
4,1530.5785987303489,678.448635465703,1082.0204672661018
3,1622.661137246191,771.0656530147673,867.9589456110843
2,1621.8501975829656,552.3866686553789,1058.3881866980394
1,1836.4870445684774,1526.1155282659508,1526.1155320807384
