,max_above_TOCS_baseline,max_above_TOCS_perfect,max_above_TOCS_hefs
50,981.5026813490238,0.0,423.84899404183733
49,981.6184606477169,0.0,420.20383208378144
48,981.7398938753522,0.0,423.39446492763415
47,981.8671373070638,0.0,427.1540828807966
46,982.0004067536958,0.0,433.4419470991417
45,982.131377032712,0.0,420.77258880474164
44,982.2596602371818,0.0,418.2486858835762
43,982.3870859503231,0.0,425.92795740031335
42,982.5141477934976,0.0,430.0495649704823
41,982.6409536699182,0.0,415.962782042567
40,982.7499357655197,0.0,421.4776329814596
39,982.8562751418776,0.0,403.0877045395779
38,982.9606739743888,0.0,403.85331150446723
37,983.0629315856596,0.0,403.78186304199414
36,984.5903007778784,0.0,403.8602215136684
35,986.611293087555,0.0,407.95120614750533
34,988.6224958388812,0.0,413.2785400957372
33,990.6253859130975,0.0,417.26566059315735
32,992.6322034153914,0.0,425.59466935468333
31,994.6436634346784,0.0,431.16208762967597
30,996.6604455003658,0.0,432.8566089506844
29,999.5136968965348,0.0,442.95065200188196
28,1001.7867923893928,0.0,447.4033454384793
27,1003.6866683517601,0.0,453.3206542182312
26,1005.2895988365738,0.0,458.5454279871566
25,1006.266735710319,0.0,464.06032586021837
24,1008.4097987420809,0.0,463.06007174917374
23,1010.5098785663803,0.0,488.8186462954752
22,1012.6249895585395,0.0,514.2503981272846
21,1014.9588811543674,0.0,532.9891587858242
20,1016.8208127493399,0.0,538.9016949047905
19,1018.5962113343577,0.0,551.2215035773819
18,1020.6386759916273,0.0,560.7563489911722
17,1027.7933948695481,0.0,547.6925325931543
16,1038.0577759383955,0.0,527.76570002397
15,1050.349613334524,0.0,508.1771006802396
14,1065.3090418458473,0.0,488.65251068877916
13,1083.677610574148,0.0,452.04730549214366
12,1107.4792634244495,0.0,432.38067130721686
11,1131.2809162802785,0.0,490.1667673896311
10,1161.032982364295,0.0,581.0778240905138
9,1200.7024037720446,0.0,691.9123862265666
8,1240.3718251850282,31.678686441167116,793.8869795341179
7,1301.0588592495023,114.27136627818672,902.5115518805086
6,1373.6980573871558,218.66670988288442,986.1394191026269
5,1446.2874403588207,363.7542152852788,1030.777207993279
4,1529.4578576292865,526.2874941105065,1073.3025929764478
3,1622.7263059919733,717.1165311763009,866.8817280487392
2,1621.8303280902892,494.38083758733603,1058.3881866777363
1,1836.4870448925817,1526.1155298801257,1526.1155320587434
