,max_above_TOCS_baseline,max_above_TOCS_perfect,max_above_TOCS_hefs
50,1069.5682117800532,0.0,546.0100439766868
49,1069.6667612538818,0.0,548.3225455261378
48,1069.755916713299,0.0,550.1047555509061
47,1069.8440744687796,0.0,553.2866961949753
46,1069.9320676217808,0.0,553.8357730457374
45,1070.0204213865973,0.0,556.3250443158838
44,1070.1093900958163,0.0,558.220769669923
43,1070.1890628427998,0.0,560.4996765567128
42,1070.2648157059346,0.0,562.7236762462135
41,1070.337868840787,0.0,565.8498175673085
40,1070.4036547484393,0.0,567.3018632447751
39,1070.4512995372825,0.0,568.3538966641327
38,1070.5131777566103,0.0,571.7314292430544
37,1070.5860230327087,0.0,571.7459033898087
36,1070.6556443459808,0.0,574.0131361750898
35,1070.7221694666216,0.0,576.7202466779813
34,1070.7865320463552,0.0,578.323395550382
33,1070.846702273863,0.0,580.5893724691181
32,1070.9087274179128,0.0,580.1113554395338
31,1070.9705758487037,0.0,583.0198334776018
30,1071.031434458654,0.0,582.6375028812879
29,1071.1145941928569,0.0,583.2400020786587
28,1071.631194589284,0.0,588.7883363264332
27,1071.7942174402028,0.0,595.6595967679666
26,1071.7495781125447,0.0,601.6680938194313
25,1071.5166024570528,0.0,607.9698279823252
24,1073.715599979892,0.0,611.7154984598178
23,1075.8657864210768,0.0,632.321878236032
22,1078.0287988468854,0.0,636.3931096680813
21,1080.4430941042106,0.0,646.9175111342817
20,1082.295822994108,0.0,632.3017885403335
19,1084.0530555552748,0.0,678.6449795349922
18,1086.0374566300359,0.0,690.474129629869
17,1088.6624820280656,0.0,675.4926075902252
16,1093.9231015415191,0.0,655.5037160534564
15,1100.3487517133174,0.0,636.2006887592458
14,1108.9534535650555,0.0,616.3658609030731
13,1125.3735924311757,9.715980732763938,582.7225507839983
12,1142.1746131878406,24.905425152668727,561.938230619005
11,1158.9858209868496,50.734111310012196,638.1776324886376
10,1179.2356297143554,77.72940046179298,628.8766038196999
9,1209.4953457242623,119.50588374368539,760.9319145181234
8,1240.3718251845469,164.9144451264047,832.2252827354116
7,1301.4960991211324,222.3841086532943,919.2196837132078
6,1374.1532534123064,290.95129936318574,982.051889863915
5,1446.6393732862068,388.91126228673517,1026.9462167049282
4,1530.0186549870828,528.7269013425192,1086.8503740002154
3,1622.6199601626367,720.4288954414275,866.9932391619624
2,1621.8538158303395,506.05027618543295,1058.3881866903512
1,1836.4870449607108,1526.11552822571,1526.1155320578553
