,max_above_TOCS_baseline,max_above_TOCS_perfect,max_above_TOCS_hefs
50,1197.7175693795596,269.40920422970834,778.0655758715363
49,1197.7420656063005,269.6949473717978,779.6571070190663
48,1197.766170074188,269.9823917802143,782.826649279483
47,1197.7900407852487,270.27000200430734,786.2261484083182
46,1197.8138715299908,270.5563838286899,789.4303591040666
45,1197.8375333574015,270.84555736991774,791.1095172466443
44,1197.860888470854,271.1374260650552,794.5215553902626
43,1197.883870666431,271.4326963960124,798.1378997260548
42,1197.9063499719275,271.73267745086525,800.4601129050843
41,1197.9281586427555,272.03794522535895,803.2558671676347
40,1197.9490869454714,272.34908138043795,808.0861207490627
39,1197.9683549770305,272.6666938325892,810.448180757651
38,1197.986302608993,272.99087163639626,813.5431789634242
37,1198.0028221266373,273.3184878052508,815.5073723574787
36,1198.0181221264982,274.9805775356099,817.5290109417866
35,1198.033030140839,277.5539190432202,821.3907868655074
34,1198.05209062323,280.1459385415284,823.0249394485381
33,1198.0692821480072,282.7568975346961,824.5357841279392
32,1198.082323292317,285.3870098557645,828.3269945235792
31,1198.2524048237403,288.0362656970566,828.9947054739297
30,1198.4965107003968,290.70476969513555,831.9948149189424
29,1198.5638007682546,293.3927450817286,834.0458277807995
28,1198.5224441298067,296.1005408417577,835.13846068133
27,1198.3916853150713,298.8287420637348,837.0309416406252
26,1198.3116435999534,301.57753271308593,834.6905878672587
25,1198.4169111563995,304.34794526298157,840.1762714620854
24,1198.5171006454893,307.141432018739,850.0485403560573
23,1198.642131580555,309.9594000222073,849.2191089127806
22,1198.826730194346,312.8034734427783,847.0068201479902
21,1199.0094643920002,315.6707245668863,863.2559176737823
20,1198.9969925315638,318.56924157386123,868.2891931289342
19,1199.093515782582,324.0665869013713,852.1870858185105
18,1199.2110848233353,331.3558475583885,844.713627569587
17,1199.3332305583342,338.68342866534977,836.4277059915074
16,1201.5907757207945,346.06135907424436,830.680413742649
15,1203.914520094857,353.49644084667665,812.3115754956605
14,1207.132777011129,360.99205873928776,806.7073039837081
13,1215.1954813060063,371.3090764772112,787.1001137253086
12,1226.7674571818272,385.17481228567664,790.9583296928512
11,1238.5610159251805,398.7135066734302,815.4639249830338
10,1251.8554271926232,413.47444946744275,826.8584047613364
9,1269.2126780589908,434.3880203142139,879.8818645729267
8,1287.066659611923,456.62839062668945,972.2253551065255
7,1323.4517622239284,485.54493277988,1009.4724021496378
6,1376.3810401531787,522.5089775340912,1023.1835355974303
5,1447.297315278552,571.7482252281727,1037.1337712966051
4,1530.4571242319269,643.9896382698082,1080.4186600850333
3,1622.557919823636,751.3014165873425,866.9006558142355
2,1621.8468711008338,534.6448924457228,1058.388186696718
1,1836.4870445338547,1526.1155302090956,1526.1155320938437
